raw_id,item_name,item_cost,item_style,item_room_type,item_indoor_outdoor,material_sustainability_score,climate_suitability,user_budget,user_preferred_style,user_preferred_room_type,user_indoor_outdoor,user_climate_type
465,Eco-friendly hemp insulation,31,Rustic,Kitchen,Indoor,8,Cold,74,Rustic,Dining Room,Indoor,Humid
466,Energy-Efficient LED Skylights,37,Modern,Kitchen,Indoor,9,Humid,51,Modern,Bathroom,Indoor,Humid
467,Natural Wool Ceiling Insulation,26,Rustic,Kitchen,Indoor,6,Dry,52,Modern,Bathroom,Indoor,Humid
468,Wool insulation rolls,34,Modern,Kitchen,Indoor,8,Humid,66,Traditional,Kitchen,Indoor,Cold
469,Plant-Based Waterproof Sealant,8,Modern,Patio,Outdoor,10,Dry,53,Modern,Kitchen,Indoor,Dry
470,Eco-Friendly Insulation Rolls,20,Rustic,Bathroom,Indoor,10,Cold,60,Traditional,Living Room,Indoor,Humid
471,Solar-powered outdoor garden lights,23,Modern,Garden,Outdoor,9,Dry,57,Modern,Bathroom,Indoor,Humid
472,Eco-friendly Wool Carpet,85,Traditional,Living Room,Indoor,6,Cold,121,Modern,Bathroom,Indoor,Humid
473,Solar-powered outdoor lanterns,84,Modern,Garden,Outdoor,7,Humid,245,Traditional,Garden,Outdoor,Dry
474,Eco-friendly hempcrete blocks,51,Modern,Kitchen,Indoor,7,Dry,100,Rustic,Living Room,Indoor,Dry
475,Teak Wood Deck Tiles,31,Traditional,Patio,Outdoor,7,Humid,56,Rustic,Living Room,Indoor,Dry
476,Biodegradable Wall Panels,38,Modern,Patio,Outdoor,7,Humid,101,Modern,Dining Room,Indoor,Humid
477,Natural Hemp Area Rugs,123,Modern,Bedroom,Indoor,5,Humid,291,Modern,Living Room,Indoor,Humid
478,Durable Hemp Rope Clamps,303,Rustic,Dining Room,Indoor,9,Humid,478,Traditional,Kitchen,Indoor,Humid
479,Biodegradable Insulation Sheets,38,Traditional,Kitchen,Indoor,8,Cold,70,Modern,Bedroom,Indoor,Humid
480,Bamboo countertop overlays,34,Rustic,Bathroom,Indoor,6,Dry,82,Traditional,Patio,Outdoor,Humid
481,Organic Wool Carpet,212,Modern,Bedroom,Indoor,4,Humid,247,Modern,Dining Room,Indoor,Humid
482,Recycled Cork Wall Tiles,35,Rustic,Kitchen,Indoor,5,Cold,66,Modern,Bedroom,Indoor,Humid
483,Organic Hemp Roofing Material,48,Rustic,Patio,Outdoor,10,Cold,110,Modern,Bathroom,Indoor,Humid
484,Biodegradable Paintable Wall Coverings,369,Traditional,Living Room,Indoor,10,Dry,656,Modern,Patio,Outdoor,Dry
485,Wool Fiber Window Coverings,346,Modern,Bathroom,Indoor,7,Cold,604,Traditional,Garden,Outdoor,Dry
486,Solar solar window film for energy efficiency,103,Modern,Bathroom,Indoor,6,Cold,171,Traditional,Dining Room,Indoor,Humid
487,Bioplastic Plant Pots,22,Rustic,Living Room,Indoor,6,Humid,53,Traditional,Kitchen,Indoor,Humid
488,Reused Metal Roofing Sheets,49,Modern,Patio,Outdoor,5,Dry,53,Traditional,Dining Room,Indoor,Dry
489,Reclaimed Wood Pergola Slats,21,Rustic,Garden,Outdoor,7,Cold,55,Traditional,Kitchen,Indoor,Humid
490,Recycled plastic storage bins,86,Modern,Living Room,Indoor,2,Humid,116,Traditional,Living Room,Indoor,Humid
491,Organic Wool Carpet Tiles,51,Rustic,Bathroom,Indoor,9,Humid,120,Modern,Bathroom,Indoor,Cold
492,Upcycled Glass Light Fixtures,58,Traditional,Living Room,Indoor,7,Cold,64,Rustic,Kitchen,Indoor,Humid
493,Salvaged Steel Roofing Sheets,12,Traditional,Patio,Outdoor,5,Dry,57,Traditional,Dining Room,Indoor,Humid
494,Reclaimed bamboo flooring tiles,35,Traditional,Bedroom,Indoor,7,Humid,77,Rustic,Patio,Outdoor,Dry
495,Biodegradable plant-based roofing shingles,42,Rustic,Patio,Outdoor,8,Humid,130,Rustic,Bathroom,Indoor,Cold
496,Solar Tube Daylighting System,115,Rustic,Living Room,Indoor,6,Dry,299,Traditional,Kitchen,Indoor,Humid
497,Reclaimed Barrel Planters,25,Rustic,Patio,Outdoor,5,Cold,51,Modern,Living Room,Indoor,Humid
498,Upcycled Plastic Bottle Planters,10,Traditional,Patio,Outdoor,10,Cold,51,Traditional,Dining Room,Indoor,Humid
499,Organic Lavender Wall Paint,54,Traditional,Kitchen,Indoor,8,Dry,128,Rustic,Bathroom,Indoor,Humid
500,Compostable Kitchen Backsplash,330,Rustic,Kitchen,Indoor,8,Cold,345,Modern,Garden,Outdoor,Humid
501,Upcycled Vintage Windows,70,Rustic,Bathroom,Indoor,7,Cold,84,Traditional,Living Room,Indoor,Cold
502,Sustainable Hemp Curtains,134,Traditional,Living Room,Indoor,6,Cold,365,Modern,Dining Room,Indoor,Cold
503,Organic Cotton Wall Insulation,23,Traditional,Bathroom,Indoor,7,Dry,55,Rustic,Bedroom,Indoor,Cold
504,Bamboo countertop overlays,35,Traditional,Bathroom,Indoor,8,Humid,77,Traditional,Living Room,Indoor,Humid
505,Plant-based insulation panels,57,Modern,Dining Room,Indoor,7,Cold,100,Modern,Bedroom,Indoor,Humid
506,Natural Stone Paver Base Panels,46,Modern,Garden,Outdoor,6,Cold,71,Modern,Living Room,Indoor,Humid
507,Sheep Wool Sound-Absorbing Wall Rolls,29,Modern,Bedroom,Indoor,4,Cold,56,Modern,Bedroom,Indoor,Dry
508,Low-Energy LED Solar Path Lights,118,Traditional,Dining Room,Indoor,7,Cold,173,Modern,Living Room,Indoor,Cold
509,Organic cotton insulating panels,11,Modern,Bathroom,Indoor,5,Humid,58,Modern,Bedroom,Indoor,Humid
510,Bamboo Kitchen Flooring,9,Modern,Bathroom,Indoor,6,Humid,57,Traditional,Bathroom,Indoor,Dry
511,Natural Wool Carpet Tiles,10,Rustic,Kitchen,Indoor,7,Humid,56,Traditional,Bedroom,Indoor,Dry
512,Recycled Tire Rubber Flooring,42,Traditional,Patio,Outdoor,6,Cold,109,Modern,Bedroom,Indoor,Humid
513,Sustainable Hemp Rugs,159,Traditional,Bedroom,Indoor,8,Humid,201,Traditional,Kitchen,Indoor,Dry
514,Solar-powered Vent Fans,42,Modern,Kitchen,Indoor,6,Humid,105,Modern,Garden,Outdoor,Dry
515,Recycled plastic storage bins,140,Modern,Bathroom,Indoor,6,Humid,214,Traditional,Kitchen,Indoor,Humid
516,Reused glass bottle solar garden lights,6,Traditional,Garden,Outdoor,6,Dry,57,Traditional,Bathroom,Indoor,Dry
517,Compostable Eco-Friendly Wall Panels,27,Traditional,Patio,Outdoor,10,Humid,57,Rustic,Bedroom,Indoor,Humid
518,Wool Carpet Tiles from Reclaimed Wool,57,Modern,Kitchen,Indoor,6,Dry,65,Modern,Bedroom,Indoor,Humid
519,Low-VOC Adhesive for Flooring Installations,54,Traditional,Dining Room,Indoor,6,Dry,119,Modern,Bathroom,Indoor,Dry
520,Solar-powered outdoor garden lights,23,Modern,Garden,Outdoor,10,Dry,76,Traditional,Kitchen,Indoor,Cold
521,Plant-based biodegradable paint,25,Traditional,Living Room,Indoor,9,Cold,65,Rustic,Bathroom,Indoor,Cold
522,Reusable insulation panels,45,Modern,Patio,Outdoor,6,Humid,96,Traditional,Kitchen,Indoor,Humid
523,Wool felt window curtains,155,Traditional,Living Room,Indoor,8,Humid,296,Modern,Kitchen,Indoor,Dry
524,Recycled Steel Roof Shingles,64,Modern,Patio,Outdoor,8,Humid,101,Traditional,Patio,Outdoor,Humid
525,LED Skylight Tube Lights,38,Modern,Patio,Outdoor,7,Dry,58,Rustic,Living Room,Indoor,Dry
526,Biodegradable vegetable-based sealants,213,Traditional,Garden,Outdoor,8,Cold,226,Traditional,Dining Room,Indoor,Humid
527,Upcycled glass backsplash tiles,35,Modern,Bathroom,Indoor,8,Humid,84,Traditional,Dining Room,Indoor,Cold
528,Natural Clay Plaster Finish,44,Traditional,Garden,Outdoor,5,Dry,87,Traditional,Kitchen,Indoor,Cold
529,Reclaimed Wood Cabinetry,8,Modern,Bathroom,Indoor,8,Humid,59,Rustic,Bedroom,Indoor,Cold
530,Cork Underlay for Floors,66,Rustic,Living Room,Indoor,5,Humid,118,Rustic,Kitchen,Indoor,Humid
531,Eco-friendly bamboo flooring,62,Traditional,Dining Room,Indoor,9,Cold,122,Rustic,Garden,Outdoor,Cold
532,Natural Hemp Area Rugs,386,Modern,Bedroom,Indoor,6,Dry,948,Modern,Bedroom,Indoor,Cold
533,Natural Bamboo Waterproof Flooring Planks,52,Rustic,Bathroom,Indoor,9,Humid,144,Traditional,Dining Room,Indoor,Humid
534,Reclaimed Glass Solar Window Films,39,Rustic,Living Room,Indoor,8,Humid,52,Modern,Bedroom,Indoor,Humid
535,Reusable metal roofing sheets,16,Rustic,Patio,Outdoor,8,Dry,50,Traditional,Bedroom,Indoor,Dry
536,Biodegradable plant-based roofing shingles,25,Rustic,Patio,Outdoor,5,Dry,73,Rustic,Bathroom,Indoor,Dry
537,Reclaimed Redwood Wall Cladding,30,Rustic,Patio,Outdoor,9,Dry,59,Traditional,Bathroom,Indoor,Humid
538,Sustainable Clay Bricks,38,Modern,Bedroom,Indoor,6,Cold,53,Traditional,Living Room,Indoor,Dry
539,Natural latex mattress,344,Traditional,Bedroom,Indoor,8,Dry,482,Modern,Living Room,Indoor,Dry
540,Upcycled Glass Backsplash,66,Rustic,Kitchen,Indoor,9,Cold,153,Rustic,Bedroom,Indoor,Cold
541,Eco-friendly wool carpeting,364,Modern,Bedroom,Indoor,5,Cold,602,Traditional,Living Room,Indoor,Cold
542,Eco-friendly Lime Wash Paint,47,Modern,Living Room,Indoor,7,Humid,77,Rustic,Living Room,Indoor,Humid
543,Bamboo Countertop Panels,43,Rustic,Bathroom,Indoor,5,Dry,56,Modern,Patio,Outdoor,Cold
544,Reclaimed Wooden Pallet Garden Edging,13,Traditional,Garden,Outdoor,8,Humid,55,Rustic,Bathroom,Indoor,Cold
545,Low-VOC Indoor Paints,24,Traditional,Bedroom,Indoor,9,Humid,71,Modern,Kitchen,Indoor,Humid
546,Sustainable straw bale insulation,67,Traditional,Bathroom,Indoor,8,Cold,158,Traditional,Patio,Outdoor,Humid
547,Recycled metal roof panels,59,Traditional,Bedroom,Indoor,8,Cold,71,Traditional,Bathroom,Indoor,Humid
548,Sustainable Cork Flooring,39,Modern,Kitchen,Indoor,6,Cold,111,Modern,Living Room,Indoor,Humid
549,Sustainable Bamboo Blinds,45,Modern,Living Room,Indoor,9,Humid,145,Modern,Bathroom,Indoor,Cold
550,Handwoven Wool Carpet Rugs,53,Rustic,Bedroom,Indoor,7,Humid,62,Rustic,Bedroom,Indoor,Humid
551,Compostable plant-based wallpaper,205,Modern,Bedroom,Indoor,8,Humid,366,Modern,Dining Room,Indoor,Humid
552,Hempcrete insulation blocks,25,Traditional,Bedroom,Indoor,5,Cold,52,Traditional,Kitchen,Indoor,Dry
553,Naturally Dyed Hemp Curtains,152,Modern,Bedroom,Indoor,10,Humid,252,Traditional,Bedroom,Indoor,Dry
554,Upcycled wood wall panels,22,Modern,Bedroom,Indoor,6,Humid,57,Traditional,Bedroom,Indoor,Cold
555,Organic Cotton Bedding Set,443,Modern,Bedroom,Indoor,6,Cold,580,Rustic,Bedroom,Indoor,Dry
556,Reclaimed Terracotta Brick Pavers,22,Traditional,Bedroom,Indoor,6,Humid,51,Rustic,Kitchen,Indoor,Dry
557,Eco-Friendly Paints with Zero VOC,22,Modern,Bathroom,Indoor,5,Cold,56,Rustic,Patio,Outdoor,Dry
558,Low-Energy LED Skylights,61,Modern,Garden,Outdoor,6,Humid,124,Traditional,Kitchen,Indoor,Humid
559,Upcycled wood furniture,55,Modern,Bathroom,Indoor,8,Cold,106,Traditional,Kitchen,Indoor,Humid
560,Reclaimed Hardwood Flooring Planks,64,Rustic,Garden,Outdoor,10,Cold,120,Modern,Garden,Outdoor,Humid
561,Natural Hemp Window Shades,147,Rustic,Bathroom,Indoor,7,Dry,295,Modern,Bathroom,Indoor,Dry
562,Sheep Wool Acoustic Wall Panels,37,Traditional,Dining Room,Indoor,7,Humid,116,Modern,Bedroom,Indoor,Humid
563,Reclaimed ceramic tile kitchen backsplash,57,Modern,Bathroom,Indoor,8,Humid,130,Rustic,Living Room,Indoor,Cold
564,Organic cotton insulation mats,55,Rustic,Bathroom,Indoor,7,Dry,59,Modern,Garden,Outdoor,Humid
565,Organic Cotton Window Drapes,316,Modern,Bathroom,Indoor,8,Dry,440,Traditional,Kitchen,Indoor,Humid
566,Upcycled Metal Roofing Sheets,8,Rustic,Patio,Outdoor,6,Dry,53,Rustic,Bedroom,Indoor,Humid
567,Bamboo Paneling,35,Traditional,Kitchen,Indoor,8,Humid,55,Rustic,Dining Room,Indoor,Cold
568,Hempcrete wall insulation,13,Traditional,Living Room,Indoor,6,Humid,55,Rustic,Bedroom,Indoor,Dry
569,Recycled Bamboo Flooring Planks,12,Modern,Bedroom,Indoor,8,Humid,58,Traditional,Dining Room,Indoor,Humid
570,Upcycled Glass Backsplash,61,Modern,Kitchen,Indoor,7,Humid,89,Traditional,Kitchen,Indoor,Humid
571,LED solar-powered garden lights,11,Modern,Garden,Outdoor,8,Cold,57,Modern,Bathroom,Indoor,Humid
572,Solar-Powered Garden Lights,18,Rustic,Garden,Outdoor,7,Humid,53,Rustic,Dining Room,Indoor,Cold
573,Upcycled Pallet Furniture,41,Modern,Kitchen,Indoor,8,Cold,75,Rustic,Living Room,Indoor,Humid
574,Biodegradable plant-based roofing shingles,32,Modern,Patio,Outdoor,9,Cold,101,Modern,Dining Room,Indoor,Humid
575,Reclaimed Metal Roof Tiles,49,Modern,Bathroom,Indoor,7,Dry,112,Traditional,Bathroom,Indoor,Cold
576,Upcycled Glass Window Panes,43,Modern,Bathroom,Indoor,10,Humid,53,Modern,Living Room,Indoor,Humid
577,Plant-Based Beeswax Wood Conditioner,234,Rustic,Kitchen,Indoor,5,Cold,632,Traditional,Patio,Outdoor,Cold
578,Upcycled wooden pallet furniture,29,Rustic,Living Room,Indoor,3,Humid,55,Traditional,Garden,Outdoor,Humid
579,Natural linoleum flooring,64,Traditional,Bedroom,Indoor,8,Humid,78,Traditional,Garden,Outdoor,Cold
580,Recycled Glass Window Film,118,Rustic,Bedroom,Indoor,4,Humid,213,Rustic,Garden,Outdoor,Dry
581,Eco-friendly cork flooring,11,Rustic,Garden,Outdoor,8,Cold,58,Traditional,Bathroom,Indoor,Humid
582,Upcycled Wooden Beams,120,Modern,Bathroom,Indoor,9,Humid,199,Modern,Garden,Outdoor,Humid
583,Wool Carpet Tiles from Recycled Wool,27,Rustic,Patio,Outdoor,5,Humid,52,Traditional,Living Room,Indoor,Dry
584,Upcycled metal stair railings,105,Traditional,Garden,Outdoor,5,Dry,395,Traditional,Kitchen,Indoor,Humid
585,Natural latex paint,51,Modern,Bedroom,Indoor,8,Dry,68,Traditional,Bedroom,Indoor,Cold
586,Cork Wall Insulation Tiles,64,Traditional,Bathroom,Indoor,8,Dry,172,Traditional,Dining Room,Indoor,Humid
587,Compostable Biodegradable Window Frames,130,Modern,Kitchen,Indoor,9,Humid,142,Modern,Garden,Outdoor,Dry
588,Eco-friendly clay paint,42,Traditional,Bathroom,Indoor,6,Humid,60,Rustic,Living Room,Indoor,Humid
589,LED energy-efficient light bulbs,46,Traditional,Living Room,Indoor,6,Humid,75,Traditional,Bedroom,Indoor,Dry
590,Recycled glass mosaic tiles,13,Traditional,Bathroom,Indoor,8,Dry,55,Modern,Dining Room,Indoor,Dry
591,Eco-friendly Wool Carpet Tiles,33,Rustic,Patio,Outdoor,6,Cold,87,Modern,Patio,Outdoor,Cold
592,Bamboo Plywood Cabinet Panels,17,Modern,Kitchen,Indoor,8,Humid,59,Rustic,Kitchen,Indoor,Humid
593,Weather-Treated Reclaimed Wood Panels,26,Traditional,Garden,Outdoor,6,Cold,59,Traditional,Dining Room,Indoor,Dry
594,Recycled Composite Decking,18,Modern,Garden,Outdoor,6,Dry,62,Modern,Dining Room,Indoor,Humid
595,Plant-based Insulation Panels,64,Traditional,Kitchen,Indoor,8,Dry,111,Traditional,Bathroom,Indoor,Dry
596,Low-VOC paint,54,Traditional,Kitchen,Indoor,8,Humid,63,Rustic,Dining Room,Indoor,Dry
597,Natural Cork Flooring,55,Traditional,Kitchen,Indoor,8,Humid,81,Traditional,Dining Room,Indoor,Cold
598,LED Recessed Lighting,63,Modern,Garden,Outdoor,10,Cold,135,Traditional,Garden,Outdoor,Humid
599,Eco-Friendly Paint (Low VOC),47,Rustic,Bathroom,Indoor,6,Dry,71,Modern,Living Room,Indoor,Humid
600,Organic cotton window treatments,324,Traditional,Living Room,Indoor,6,Cold,794,Modern,Kitchen,Indoor,Humid
601,Organic Hemp Blinds,294,Traditional,Living Room,Indoor,3,Cold,396,Rustic,Kitchen,Indoor,Humid
602,Sustainable Cork Cabinet Handles,42,Rustic,Bathroom,Indoor,9,Humid,57,Traditional,Garden,Outdoor,Cold
603,Eco-friendly paint remover with natural ingredients,51,Traditional,Living Room,Indoor,8,Cold,132,Traditional,Dining Room,Indoor,Cold
604,Organic hemp curtains,152,Modern,Living Room,Indoor,4,Humid,343,Traditional,Bathroom,Indoor,Cold
605,Compostable furniture covers,346,Modern,Living Room,Indoor,4,Dry,534,Modern,Bedroom,Indoor,Cold
606,Handmade Clay Pottery with Natural Glazes,29,Modern,Patio,Outdoor,8,Cold,58,Rustic,Bedroom,Indoor,Cold
607,Organic Cotton Window Shades,274,Modern,Bathroom,Indoor,4,Humid,619,Rustic,Living Room,Indoor,Cold
608,Eco-friendly hempcrete blocks,54,Modern,Dining Room,Indoor,7,Dry,56,Rustic,Patio,Outdoor,Dry
609,Low-Impact Lime Wash Exterior Coating,24,Traditional,Bedroom,Indoor,6,Humid,64,Rustic,Kitchen,Indoor,Cold
610,Upcycled Wooden Furniture Panels,52,Modern,Garden,Outdoor,7,Dry,71,Rustic,Patio,Outdoor,Humid
611,Solar Hot Water Heaters,55,Traditional,Bathroom,Indoor,9,Cold,94,Traditional,Garden,Outdoor,Humid
612,Upcycled glass bottle wind chimes,95,Modern,Garden,Outdoor,8,Humid,102,Modern,Bedroom,Indoor,Humid
613,Solar-powered outdoor lighting,100,Modern,Garden,Outdoor,8,Cold,262,Modern,Bedroom,Indoor,Cold
614,Solar-Powered Outdoor Garden Lights,13,Modern,Garden,Outdoor,6,Cold,56,Traditional,Kitchen,Indoor,Cold
615,Reclaimed Copper Fixtures,57,Traditional,Bathroom,Indoor,8,Humid,95,Traditional,Kitchen,Indoor,Dry
616,Compostable Kitchen Sponges,140,Rustic,Kitchen,Indoor,4,Dry,240,Rustic,Living Room,Indoor,Cold
617,Handmade Hemp Area Rugs,85,Rustic,Bedroom,Indoor,6,Cold,128,Traditional,Kitchen,Indoor,Cold
618,Earth-toned natural paints,32,Traditional,Living Room,Indoor,4,Cold,96,Rustic,Patio,Outdoor,Dry
619,Recycled Metal Roof Shingles,57,Rustic,Patio,Outdoor,5,Cold,94,Modern,Kitchen,Indoor,Humid
620,Natural Hemp Window Shades,292,Modern,Bathroom,Indoor,7,Humid,311,Rustic,Bathroom,Indoor,Dry
621,Limestone Cladding Panels,17,Traditional,Living Room,Indoor,7,Dry,51,Rustic,Living Room,Indoor,Cold
622,Plant-Based Insulation Panels,39,Rustic,Bedroom,Indoor,6,Dry,62,Modern,Bedroom,Indoor,Humid
623,Upcycled Glass Bottle Pendant Lighting,139,Traditional,Patio,Outdoor,8,Dry,147,Modern,Patio,Outdoor,Cold
624,Biodegradable composite decking tiles,17,Rustic,Bathroom,Indoor,5,Cold,64,Traditional,Garden,Outdoor,Humid
625,Eco-friendly hemp insulation rolls,43,Modern,Bathroom,Indoor,6,Cold,58,Rustic,Bedroom,Indoor,Cold
626,LED solar-powered garden lights,24,Traditional,Garden,Outdoor,7,Humid,58,Modern,Garden,Outdoor,Dry
627,Wool Carpet Tiles from Reclaimed Wool,29,Traditional,Bedroom,Indoor,6,Dry,55,Rustic,Bathroom,Indoor,Cold
628,Compostable Kitchen Backsplash,135,Rustic,Kitchen,Indoor,9,Humid,162,Rustic,Bedroom,Indoor,Dry
629,Bamboo cabinetry,25,Rustic,Kitchen,Indoor,6,Humid,65,Rustic,Kitchen,Indoor,Humid
630,Reclaimed Brick Garden Borders,18,Traditional,Garden,Outdoor,5,Cold,54,Modern,Bedroom,Indoor,Cold
631,Plant-Based Insulation Sheets,23,Traditional,Dining Room,Indoor,5,Dry,58,Traditional,Bedroom,Indoor,Cold
632,Recycled Denim Insulation,22,Traditional,Bathroom,Indoor,6,Cold,80,Modern,Kitchen,Indoor,Humid
633,Reclaimed metal roofing panels,62,Traditional,Garden,Outdoor,6,Dry,120,Modern,Bedroom,Indoor,Humid
634,Organic Cotton Area Rugs,45,Rustic,Bedroom,Indoor,7,Dry,80,Modern,Kitchen,Indoor,Humid
635,Eco-friendly Wool Carpet,376,Traditional,Bedroom,Indoor,6,Dry,480,Modern,Living Room,Indoor,Dry
636,LED Energy-Efficient Bulbs,73,Traditional,Living Room,Indoor,7,Cold,207,Modern,Bathroom,Indoor,Dry
637,Organic Cotton Insulation,16,Traditional,Bathroom,Indoor,8,Humid,56,Traditional,Bathroom,Indoor,Humid
638,Organic Hemp Insulation Roll,49,Traditional,Bedroom,Indoor,5,Dry,72,Traditional,Living Room,Indoor,Cold
639,Wool fiber insulation mats,27,Traditional,Dining Room,Indoor,7,Dry,64,Modern,Kitchen,Indoor,Humid
640,Salvaged hardwood door,61,Modern,Bathroom,Indoor,10,Humid,63,Traditional,Bathroom,Indoor,Cold
641,Cork flooring rolls,33,Modern,Bathroom,Indoor,9,Humid,54,Modern,Kitchen,Indoor,Cold
642,Permeable Recycled Brick,29,Traditional,Garden,Outdoor,8,Dry,50,Traditional,Garden,Outdoor,Cold
643,Upcycled Vintage Windows,101,Rustic,Bathroom,Indoor,8,Humid,315,Modern,Garden,Outdoor,Dry
644,Handmade recycled glass mosaic tiles,60,Modern,Bathroom,Indoor,8,Dry,81,Modern,Bathroom,Indoor,Dry
645,Upcycled Metal Lighting Fixtures,137,Traditional,Living Room,Indoor,7,Cold,262,Modern,Dining Room,Indoor,Humid
646,Low-VOC Paint in Neutral Tones,51,Traditional,Bathroom,Indoor,6,Humid,70,Rustic,Bedroom,Indoor,Cold
647,Upcycled Wooden Furniture,144,Traditional,Kitchen,Indoor,7,Cold,154,Traditional,Garden,Outdoor,Dry
648,Solar-Powered Garden Lights,23,Traditional,Garden,Outdoor,7,Dry,65,Traditional,Bedroom,Indoor,Humid
649,Solar-Powered Garden Path Lights,12,Traditional,Garden,Outdoor,6,Humid,50,Rustic,Garden,Outdoor,Cold
650,Cork Underlayment for Flooring,52,Modern,Bathroom,Indoor,5,Dry,93,Rustic,Bathroom,Indoor,Dry
651,Reused Steel Roofing Sheets,57,Rustic,Patio,Outdoor,8,Humid,142,Traditional,Dining Room,Indoor,Humid
652,Bamboo reclaimed flooring,50,Modern,Kitchen,Indoor,7,Dry,103,Rustic,Bathroom,Indoor,Cold
653,Low-Emission Non-Toxic Paints,39,Modern,Living Room,Indoor,6,Dry,60,Modern,Living Room,Indoor,Humid
654,Plant-based exterior paint,39,Traditional,Kitchen,Indoor,6,Cold,75,Modern,Kitchen,Indoor,Humid
655,Recycled Aluminum Wall Panels,48,Modern,Bathroom,Indoor,7,Dry,134,Rustic,Bedroom,Indoor,Cold
656,Castor Oil-Based Wood Finish,15,Traditional,Bedroom,Indoor,6,Humid,57,Rustic,Bedroom,Indoor,Humid
657,Organic Hemp Window Blinds,51,Modern,Kitchen,Indoor,10,Dry,134,Rustic,Garden,Outdoor,Cold
658,LED Energy-Saving Bulbs,95,Rustic,Dining Room,Indoor,5,Humid,146,Modern,Living Room,Indoor,Dry
659,LED Skylight Windows,31,Rustic,Bedroom,Indoor,8,Humid,67,Rustic,Bathroom,Indoor,Humid
660,Biodegradable paint made from natural ingredients,24,Traditional,Bathroom,Indoor,8,Dry,52,Rustic,Living Room,Indoor,Humid
661,Bioplastic Plant Pots,6,Modern,Bedroom,Indoor,7,Humid,58,Modern,Bedroom,Indoor,Dry
662,Soy-based foam insulation,30,Traditional,Kitchen,Indoor,9,Cold,99,Traditional,Bathroom,Indoor,Cold
663,Plant-Based Waterproof Roof Coating,33,Modern,Patio,Outdoor,8,Humid,77,Traditional,Bedroom,Indoor,Dry
664,Sustainable Cork Stools,46,Modern,Patio,Outdoor,6,Humid,133,Rustic,Bathroom,Indoor,Dry
665,Upcycled Metal Furniture,127,Modern,Bathroom,Indoor,9,Cold,325,Modern,Living Room,Indoor,Humid
666,Wool Fiber Ceiling Insulation,67,Modern,Kitchen,Indoor,4,Dry,71,Rustic,Bedroom,Indoor,Cold
667,Organic Wool Area Rugs,57,Rustic,Bedroom,Indoor,6,Dry,134,Rustic,Dining Room,Indoor,Cold
668,Solar-powered outdoor lighting,120,Modern,Patio,Outdoor,6,Dry,233,Modern,Kitchen,Indoor,Cold
669,Bamboo Flooring,58,Traditional,Kitchen,Indoor,9,Cold,92,Traditional,Bedroom,Indoor,Dry
670,Organic cotton insulation blankets,10,Modern,Dining Room,Indoor,6,Dry,59,Rustic,Dining Room,Indoor,Humid
671,Reclaimed Bamboo Flooring,43,Rustic,Bathroom,Indoor,5,Cold,110,Modern,Kitchen,Indoor,Humid
672,LED Bulb Solar Lanterns,52,Traditional,Living Room,Indoor,6,Dry,55,Modern,Bedroom,Indoor,Humid
673,Low-VOC paint for interiors,27,Rustic,Kitchen,Indoor,8,Cold,54,Modern,Living Room,Indoor,Cold
674,Linen Window Coverings,152,Rustic,Bathroom,Indoor,8,Humid,347,Modern,Dining Room,Indoor,Cold
675,Organic cotton window curtains,229,Modern,Bathroom,Indoor,9,Dry,312,Rustic,Patio,Outdoor,Humid
676,Reclaimed Brick Facade Panels,17,Modern,Bathroom,Indoor,7,Cold,58,Traditional,Bedroom,Indoor,Humid
677,Upcycled metal garden edging,12,Modern,Garden,Outdoor,7,Cold,50,Traditional,Dining Room,Indoor,Cold
678,LED Skylight Windows,28,Rustic,Kitchen,Indoor,8,Cold,52,Rustic,Garden,Outdoor,Humid
679,Bamboo composite countertops,9,Modern,Bathroom,Indoor,10,Cold,52,Traditional,Dining Room,Indoor,Dry
680,Upcycled Glass Backsplash,138,Modern,Kitchen,Indoor,6,Humid,284,Traditional,Bedroom,Indoor,Humid
681,Reclaimed Wooden Pallet Garden Planter,18,Traditional,Garden,Outdoor,9,Cold,51,Rustic,Kitchen,Indoor,Dry
682,Organic Hemp Insulation Rolls,61,Modern,Living Room,Indoor,6,Humid,117,Modern,Dining Room,Indoor,Humid
683,Cork Flooring Planks,25,Rustic,Living Room,Indoor,3,Cold,68,Traditional,Bathroom,Indoor,Dry
684,Natural Wool Carpet,362,Modern,Living Room,Indoor,9,Humid,743,Rustic,Bathroom,Indoor,Humid
685,Organic Cotton Shower Curtains,198,Modern,Bathroom,Indoor,7,Cold,304,Rustic,Kitchen,Indoor,Humid
686,Compostable Kitchen Sink,244,Traditional,Living Room,Indoor,4,Cold,246,Traditional,Bathroom,Indoor,Humid
687,Linen Cotton Bedding Sets,69,Traditional,Bedroom,Indoor,5,Cold,116,Modern,Patio,Outdoor,Humid
688,Recycled glass kitchen backsplashes,112,Modern,Kitchen,Indoor,9,Humid,137,Modern,Bedroom,Indoor,Cold
689,Recycled cork wall tiles,14,Traditional,Bathroom,Indoor,5,Humid,55,Traditional,Bathroom,Indoor,Cold
690,Bamboo countertop slabs,19,Rustic,Bathroom,Indoor,6,Humid,58,Modern,Living Room,Indoor,Humid
691,Solar-powered outdoor lights,34,Modern,Garden,Outdoor,6,Dry,53,Modern,Living Room,Indoor,Dry
